t,F_0=0.015 C_vv(t),F_0=0.015 stdv C_vv(t),F_0=0.03 C_vv(t),F_0=0.03 stdv C_vv(t),F_0=0.045 C_vv(t),F_0=0.045 stdv C_vv(t),F_0=0.06 C_vv(t),F_0=0.06 stdv C_vv(t),F_0=0.075 C_vv(t),F_0=0.075 stdv C_vv(t),F_0=0.105 C_vv(t),F_0=0.105 stdv C_vv(t),F_0=0.135 C_vv(t),F_0=0.135 stdv C_vv(t)
11.5,0.5332736041966067,0.01567296872489041,0.5834627680409227,0.024885145585725684,0.6628318184520593,0.015529174554465728,0.6595299643137232,0.0062792803144476215,0.6339054724809822,0.005856717228068294,NaN,NaN,NaN,NaN
12.0,0.5282478615739461,0.015712354871937107,0.5786582142628244,0.024648405980760072,0.6577123486399351,0.015685712775650732,0.6544365768877416,0.006088209211974058,0.6286765089737316,0.005881646767487159,NaN,NaN,NaN,NaN
12.5,0.5240880055149566,0.016084236284638204,0.5738712075852003,0.02606752524624157,0.6533813961468737,0.015789321207496914,0.6497498066344379,0.006169735394555638,0.6234867472420841,0.00547380896690105,NaN,NaN,NaN,NaN
13.0,0.5195994237605779,0.016809377449407185,0.5687807225521793,0.026429257137719115,0.649182887257259,0.016110052130352596,0.6452010073478378,0.006094101041715666,0.6184547360873357,0.0058537812883220205,NaN,NaN,NaN,NaN
13.5,0.5151080860929181,0.0161021268466396,0.5640159148552841,0.026412649900062493,0.6447432919866909,0.016360323853046647,0.6412421143224966,0.005939270999713008,0.6136768927940146,0.005670579925881783,NaN,NaN,NaN,NaN
14.0,0.510187361441566,0.016488240176684214,0.5590445656336266,0.025804289154933612,0.6412804716766375,0.016020761939970835,0.6369154641659188,0.005961056094773031,0.6083141007740559,0.006176465951497782,NaN,NaN,NaN,NaN
14.5,0.50517297810425,0.016635498030738757,0.5553968536747331,0.0259596125324435,0.6375938155406866,0.016699493232318195,0.6324318600219636,0.006556342509435852,0.6033365668371078,0.006345311399119121,NaN,NaN,NaN,NaN
15.0,0.5010277296022686,0.01663966620273158,0.551591411104513,0.027246791545102674,0.6333977858197581,0.017051070114730754,0.6294472732665299,0.006648459370005826,0.5988761522973637,0.006391023087515419,NaN,NaN,NaN,NaN
15.5,0.497231813139779,0.017067552522359707,0.5467967473630331,0.027580122156521045,0.6302404940455353,0.017379543093211117,0.6254712243599608,0.006942506058658738,0.594277156013371,0.005855847847404788,NaN,NaN,NaN,NaN
16.0,0.4935991318090716,0.016571162060262167,0.542671147522442,0.02807076240652032,0.6265100086098985,0.01783238452722667,0.6212443749602469,0.007157419366137403,0.5900394591108475,0.006251486233226152,NaN,NaN,NaN,NaN
16.5,0.4901503601164469,0.016675083224769523,0.5389498237776627,0.026845593558264977,0.623576476858924,0.01771454289229619,0.6184554905229973,0.006505463802905008,0.5851875377099971,0.006663311598755657,NaN,NaN,NaN,NaN
17.0,0.4860659175167014,0.016867441707660965,0.5357292493867808,0.02725803108251538,0.6200288106526447,0.018013930137778147,0.6150158528147595,0.006494679792143035,0.5807954055446968,0.007092901986285953,NaN,NaN,NaN,NaN
17.5,0.48212092903303627,0.01658428925761547,0.5321665387736194,0.027746356840751926,0.6168517858920322,0.017820266519986732,0.6113200556984844,0.0067881446994264355,0.5768385347703872,0.0065415471185304025,NaN,NaN,NaN,NaN
18.0,0.47854871359092616,0.016573438551118397,0.5289469879269115,0.027932751929389425,0.6151059109171946,0.018386602211979144,0.6081621365921401,0.00630201692770352,0.5732698076118032,0.006619864744245468,NaN,NaN,NaN,NaN
18.5,0.475357112530088,0.016925299476819356,0.5252661114036818,0.028699462812992283,0.6124821215961453,0.018340949679633543,0.6051161657315338,0.0068814136295018025,0.5695787512295871,0.006354602758037424,NaN,NaN,NaN,NaN
19.0,0.4727285596665632,0.016391739187016988,0.5226158634834274,0.028771760495890003,0.6101275502123447,0.01914526332682556,0.6018955246977692,0.006485576345942562,0.5647373878754158,0.0063128515604897574,NaN,NaN,NaN,NaN
19.5,0.46997330104595436,0.01777451010932663,0.5195431775301472,0.028637055709953358,0.6071781258441348,0.019299301209293095,0.5990568686497855,0.006806949903997391,0.5610982104456115,0.00658475586588707,NaN,NaN,NaN,NaN
20.0,0.46560983199338446,0.018516483572390132,0.5161904507005521,0.028826577107383896,0.6051057065059016,0.019588812947489737,0.5964787751614247,0.007229414017385081,0.5575780479051823,0.006472017415605057,NaN,NaN,NaN,NaN
20.5,0.4631699428383255,0.01742011068088068,0.5137329142736629,0.02923086126398693,0.6019033966495714,0.019190357316403905,0.5939097519885116,0.007481177453399134,0.5539100822571797,0.006574750064281062,NaN,NaN,NaN,NaN
21.0,0.45986660433634985,0.01752523520474682,0.5107108355496414,0.029005156020372205,0.6000939010693466,0.019654957942385167,0.5914962164203875,0.007007417838588297,0.5507522151108766,0.007039509526635028,NaN,NaN,NaN,NaN
21.5,0.4578667066320826,0.018120738907115894,0.5080116973042493,0.028853072714766267,0.5971986010619079,0.01963624270429012,0.5886092441469065,0.007473168954089262,0.5461681341308209,0.006369510615634037,NaN,NaN,NaN,NaN
22.0,0.4552397297727343,0.01754443174743548,0.505021606919696,0.028895446516194894,0.5953073586756478,0.020087273325079993,0.5862627473448659,0.006667514933357383,0.5429038782417185,0.006815049389098418,NaN,NaN,NaN,NaN
22.5,0.452232287197158,0.017936942739109885,0.5019465057351506,0.02987350794401756,0.5932256439754159,0.020386119406196473,0.5836199886458626,0.006758102501629697,0.5386848491555342,0.00686828602284348,NaN,NaN,NaN,NaN
23.0,0.4494448218490664,0.018076097607813073,0.49907119832390656,0.03025745893908286,0.5908152043829346,0.020105277572019027,0.580764927533525,0.007424733225964545,0.5349042910216179,0.007162788923516926,NaN,NaN,NaN,NaN
