t,tau_T=0.1 C_vv(t),tau_T=0.1 stdv C_vv(t),tau_T=1.0 C_vv(t),tau_T=1.0 stdv C_vv(t),tau_T=2.0 C_vv(t),tau_T=2.0 stdv C_vv(t),tau_T=5.0 C_vv(t),tau_T=5.0 stdv C_vv(t),tau_T=10.0 C_vv(t),tau_T=10.0 stdv C_vv(t),tau_T=20.0 C_vv(t),tau_T=20.0 stdv C_vv(t),tau_T=50.0 C_vv(t),tau_T=50.0 stdv C_vv(t),tau_T=100.0 C_vv(t),tau_T=100.0 stdv C_vv(t),tau_T=500.0 C_vv(t),tau_T=500.0 stdv C_vv(t),tau_T=1000.0 C_vv(t),tau_T=1000.0 stdv C_vv(t)
10.5,-0.00012248318207207934,0.002129080449280622,-0.006544867780332824,0.0032304061810459086,-0.012023647307675595,0.0023179961524837246,-0.029497938290695736,0.002787163313705967,-0.028503993240818943,0.002709195095322051,-0.010510685712386387,0.0031388438735886325,0.02650146442458731,0.0031167403273646963,0.06033078309050541,0.004394563269042756,0.15362676936455932,0.004565205243386933,0.19787052993359772,0.003945133830897715
11.0,-0.0003788564397322115,0.002672119593789673,-0.006867938489902972,0.0028018044578819942,-0.01115463668975184,0.0022078329060469014,-0.027859264531170803,0.0028042704509719137,-0.027793226311875485,0.0018873353359428874,-0.012494491457841074,0.002971847034963017,0.02221815713301923,0.0031262016344501316,0.05452637506507373,0.0034174611131806577,0.14947795385770768,0.004147225060644869,0.19329048419848552,0.002954653945615832
11.5,0.00067925511281328,0.001962892347027034,-0.004749487707200637,0.002298614506421144,-0.009328815435183536,0.0027087696489455,-0.026424890369037966,0.0033095154443250007,-0.02684137739074205,0.002599007342705138,-0.013804363289950564,0.003030898666428362,0.01690903341373491,0.003580038244930714,0.046938052147840074,0.004536397057047485,0.1333348367297845,0.0026944764996521932,0.17812903286938386,0.0023210072891897845
12.0,0.0011012910329487738,0.002336588687862996,-0.00538135340629922,0.0022994223807193234,-0.009880610419690987,0.003779739665876705,-0.02439050311653517,0.00393155412119522,-0.026045237252286135,0.0029758183844989924,-0.015123678477718746,0.00238382673720968,0.012813452149831506,0.0026940532354278613,0.041351628775405845,0.004434927557887284,0.12671516051990286,0.003483168949749942,0.17053209715832507,0.0032924234950061724
12.5,0.0010351888304494937,0.002363351700796912,-0.006007101199256902,0.001854443452519878,-0.00867002542669547,0.0029263300152211746,-0.021392115213056527,0.002970603551698782,-0.025878469597208326,0.0027653451319810374,-0.016978539319311814,0.0012201110822914695,0.010599678185601254,0.002992119237124403,0.03645509701776051,0.003610037882659687,0.11703861993943973,0.003649302082050813,0.16060517380488554,0.0032054943429201863
13.0,-0.001274151608684731,0.0015968507541598586,-0.005466449550786121,0.002139501001193833,-0.007447980400214126,0.0020730836635529616,-0.020027463542966747,0.0032564528812138124,-0.02520057276728697,0.0022079426405635432,-0.01643347780854661,0.001235172235835425,0.00781823543788833,0.0018701513131054702,0.031661428618032596,0.003664092726570885,0.1108454291826411,0.003283006826944283,0.15372069570516816,0.00277680220185127
13.5,-0.0007736020939567981,0.0017637997962795993,-0.003356618865647357,0.0031674064128127915,-0.00652634174324041,0.0024779446001048384,-0.01843898335114742,0.002690399531624933,-0.02384815811459922,0.002709612260478176,-0.01873740922574186,0.0018513758901400848,0.004930087781597633,0.001588467828353266,0.02711603101516263,0.003803357997118452,0.10276765588731526,0.0031405149060402407,0.1455264784915765,0.0023119518970337485
14.0,-0.00028076920304225043,0.0025346532688283498,-0.00378673970939416,0.0029448068920999715,-0.005821102926387762,0.0019138148636344183,-0.016720838064908976,0.0025788013786768546,-0.0222317002504691,0.00230152550228178,-0.018250601098163177,0.0022678192338513093,0.0037832020506952005,0.001603617604396135,0.0244307654887094,0.003589878339681828,0.09568756382530312,0.0018231781074921861,0.13872680454145342,0.002685559926792747
14.5,-8.975559286064267e-5,0.0033874748999146317,-0.0035116992364382454,0.0020403128355099033,-0.005596233269966827,0.002722155868748697,-0.015315060567194306,0.0013897200317294707,-0.021862639842275662,0.0019517962034368006,-0.01872506318516524,0.0020634273155555848,0.0013431410613997208,0.0019153928861396128,0.021559042540620844,0.004202438916070902,0.09037742744694226,0.0026080892077521146,0.13235413001457336,0.0029173999606007307
15.0,-7.520162562966982e-5,0.003013037979119272,-0.004705526909557259,0.0025895875089720034,-0.005798879890058551,0.00323426391755836,-0.012973424854092513,0.001552098454127934,-0.021516422631385493,0.0028697914139220234,-0.018012074674637047,0.0031895150408123977,-0.0008629161604557483,0.002015937006377477,0.018845294363786316,0.0034120662729535517,0.08442653104867744,0.0027514873222760127,0.12592274981781498,0.0027219486503533602
