F_0,aspectRatio,aspectRatio_error,shapeFactor,shapeFactor_error,MSD2500,MSD2500_error,MSRD2500,MSRD2500_error,tauEff,tauEff_error,corrLenght,corrLenght_error,v2,v2_error,T1Rate,T1Rate_error,T1SuccessRate,T1SuccessRate_error
0.0,1.3184351235345777,0.0009985651178750028,3.897846724247965,0.0004585232895636246,4.441963070423179,0.16140498380606286,8.208264481498587,0.3082780173084661,0.8735549012938871,0.00987452212975388,-0.07202064034861536,0.0015107750027375305,0.0008410307483587471,2.5446782709604283e-6,0.00846192,9.258310861058842e-5,0.2724056227046266,0.005758856350953973
0.01,1.3284980944199678,0.0008535584626415095,3.9026301850621556,0.0003172393218444518,5.387273895860436,0.1906690253213957,9.634089067793369,0.5169165087812486,1.0354280410876533,0.01063612112098837,-0.02770999357297945,0.0020210897921031216,0.0009089642234457171,1.920110130905575e-6,0.00912336,8.76794616771796e-5,0.2883378857609541,0.0022453454217529136
0.02,1.355841955240095,0.00044532065118713175,3.9155613993631073,0.00021978211554848632,8.49468175982072,0.44500609705118044,14.660167678398325,0.3856242617137106,1.2827541342704412,0.010946398738153932,0.0719845585052056,0.005797010223261655,0.001108982379788701,1.7530694238117897e-6,0.01107116,2.2875926210757054e-5,0.32140171159928116,0.005122548822878454
0.03,1.3897133766581944,0.0005453379350486182,3.9327713788187433,0.0002040207739386282,13.886280103828021,0.21019233724544228,23.62898101173738,0.2950699125598734,1.6669204559443902,0.011338301627767463,0.17333498256875732,0.005292243574037026,0.0014428562995503452,2.0155813782098124e-6,0.01408536,4.6777216676497135e-5,0.36971746044109566,0.004470148186001957
