Delta T,tau_T,MSD(2500),stdv MSD(2500),MSRD(500),stdv MSRD(500),MSRD(1000),stdv MSRD(1000),MSRD(2500),stdv MSRD(2500),MSRD diffusivity exponent,shape factor, stdv shape factor,aspect ratio,stdv aspect ratio,T1 rate,stdv T1 rate,P(l<l_c),stdv P(l<l_c),trapped edge lifetime,stdv trapped edge lifetime,T1 success rate,stdv T1 success rate,Δstdv ^2_n,stdv Δstdv ^2_n,v^2,stdv v^2,correlation length,stdv correlation length,tau_eff,stdv tau_eff
0.1,0.1,0.0003077315905650003,7.940230507298971e-5,0.0004945150571166667,2.657965333981507e-5,0.0005040269420953333,4.9257675396873275e-5,0.000509859301268333,6.574450622757913e-5,-0.0025135600143991934,3.7621989262901843,0.0012454862067629734,1.18380934326952,0.0038737298084166793,4.0e-7,NaN,0.0,0.0,NaN,NaN,1.0,NaN,NaN,NaN,0.0006223478476195001,2.49333280739448e-6,-0.09045503543834188,0.0007804658310868703,0.0133527843425079,0.0033107586832888366
0.1,1.0,0.004921011178133994,0.001328462225042793,0.0040861707424300064,0.0002495292914806067,0.004565440050013663,0.0004905343792178589,0.005969910018358996,0.0010581478351085968,0.34613559206768696,3.765660746479116,0.0012326007264528889,1.1814229976697412,0.004626284620980353,2.6399999999999997e-6,8.983936281558941e-7,0.0,0.0,0.0,0.0,0.7857142857142857,0.3933978962347216,-1.0,1.4142135623730951,0.000325851383132852,8.99448262733069e-7,-0.09250484868448729,0.0009787517936893247,0.040025566263680715,0.006239745483974095
0.1,2.0,0.013545075146786984,0.0025562393070604843,0.007694028801069659,0.0003257818605091681,0.009620718012468003,0.0006917144003966595,0.014886633232727667,0.0020506047768463972,0.5288622724057569,3.7653013598554907,0.0013076037189457437,1.175826817291106,0.003724574428123927,8.9e-6,1.3441230102437304e-6,0.0,0.0,0.0,0.0,0.7455555555555555,0.3272469021693313,0.1111111111111111,0.2721655269759087,0.0002446310425404546,8.573934993675677e-7,-0.09051858576632994,0.0009744557134086099,0.06814522831630013,0.0075145269359700095
0.1,5.0,0.034760201059395,0.006013037516834484,0.015413664327139628,0.0008147895923380506,0.021134804616438334,0.0018690166153314776,0.03548250529962432,0.004234799826646669,0.5736659973163049,3.765260119904574,0.0013576269258294515,1.1708550984312938,0.004510240762942873,2.7920000000000007e-5,2.847533045364785e-6,0.0,0.0,0.0,0.0,0.8578720491306301,0.08113111073950788,0.7592592592592592,1.4412357523414274,0.00014934547055859792,6.467483627719122e-7,-0.08028801753441182,0.0008089685258761951,0.10667203401406077,0.011767982344211144
0.1,10.0,0.04893945813914792,0.007815269533033556,0.021032604414690313,0.0012917155007644125,0.028826571116406324,0.0026424456163673484,0.04923886467181419,0.005152956845650346,0.591502884955205,3.765065221543807,0.0015072544354605415,1.1656508889713777,0.004482167935854149,4.4739999999999995e-5,3.8529065507599455e-6,0.0,0.0,0.0,0.0,0.9118758888170653,0.05295061574322968,1.7666666666666668,1.4233502471022113,9.441957771232639e-5,5.9669775692069e-7,-0.06663085887386501,0.0014498159060023549,0.15984307162633923,0.0165459799984938
0.1,20.0,0.060978940128254035,0.007181259910391407,0.025324272060215647,0.0010535167994466612,0.034783951312220646,0.0023562457226446224,0.059291620964488985,0.005601386659772188,0.6171114355936572,3.767608552336396,0.0016857842488292576,1.1706780075657832,0.004161942964194123,5.581999999999999e-5,5.384298159153768e-6,0.0,0.0,0.0,0.0,0.9083211208725915,0.06025192927796755,1.6625,0.975971229734689,5.7177773008350104e-5,4.470764009741278e-7,-0.05051090559114355,0.0014319671013876315,0.28044630406097687,0.021748998846910294
0.1,50.0,0.06269264861029201,0.007478388352367373,0.02663375321014399,0.0006439215826657818,0.03619357743045066,0.0014749013296882511,0.06008275961381429,0.0026760621647370633,0.6032623629302011,3.771180442714493,0.0011703598134647705,1.17821552153286,0.003545900711083807,5.05e-5,2.0853989759489392e-6,0.0,0.0,0.0,0.0,0.9226687157501446,0.06326026681737605,2.0238095238095237,1.1564175661505611,2.690516423360964e-5,1.1143943793404026e-7,-0.026721488927786547,0.0013070087373192683,0.37668010645745426,0.04851582833477743
0.1,100.0,0.05793976412706205,0.007666025502741423,0.026104005379765656,0.0012284373026512066,0.03430960712331537,0.002411604454851722,0.054954775805252015,0.0057353961370220675,0.569330022035316,3.773913753545995,0.0012462161528076666,1.1842076933690149,0.0036348500527868858,4.1700000000000004e-5,3.4580019921593114e-6,0.0,0.0,0.0,0.0,0.9272627958332629,0.06766663234472765,2.1875,1.19335960332883,1.4585391803001953e-5,8.532556440308698e-8,-0.01142896038798164,0.0014808758324197356,0.6734752965100703,0.07325640107012617
0.1,500.0,0.038169251212809986,0.003943011556598789,0.014941842969583346,0.0008848740729249398,0.022447616611495302,0.0016853907236871603,0.03317609385275898,0.002939519084400585,0.4000091666401361,3.7783727004727536,0.002103481403337212,1.1961341952818159,0.0053192636275215255,1.504e-5,2.4563749261417275e-6,0.0,0.0,0.0,0.0,1.0,0.0,NaN,NaN,3.244961053993212e-6,4.6666982074865614e-8,0.01752552388527926,0.0035576181482217316,4.732967547283462,0.016009167525219792
0.1,1000.0,0.03293611965094003,0.004491869782858858,0.009167748779158005,0.00040131103520678053,0.015540185224669337,0.0009105641253816478,0.02666004753363134,0.002374404835885815,0.48795551006810967,3.7798933129096652,0.0015118655366690085,1.200640450566348,0.004239344944409608,9.54e-6,1.472865687472328e-6,0.0,0.0,0.0,0.0,0.875,0.31732387941099616,3.0,1.4142135623730951,1.6651944358224287e-6,2.416605971575619e-8,0.025590520607899504,0.004422884246483499,5.4607770549173615,0.031074228989034256
0.15,0.1,0.0007037691225040005,0.00016316133546534576,0.0011075772490279987,2.4045636608413064e-5,0.0011201395679686678,4.8318352696166096e-5,0.0011621873832206647,0.0001165617467300951,0.04524899907526076,3.766748655610806,0.001613656173420708,1.187006574137992,0.005864051922260277,2.0e-7,2.0e-7,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0013320837928413429,4.111151581494194e-6,-0.0901690695205334,0.0007407531255537122,0.008789425538173598,0.00384190161810993
0.15,1.0,0.037022616077529005,0.004777352876077534,0.0157968714955057,0.0008609902401025118,0.022549110943320343,0.0019394167263663026,0.03758130869163598,0.004960549134110387,0.5867692254801807,3.768273291682089,0.0016863258798141363,1.1590376207294812,0.005443156941958802,3.856e-5,4.3141112127013555e-6,6.666666666666667e-9,1.405456737852613e-8,0.0,0.0,0.31425601693155325,0.0507443056092741,0.5918499658010972,0.19275055040444414,0.0007363346916953339,2.6725598534825195e-6,-0.09324884540889443,0.0005326296764022435,0.05065065013573537,0.005859635593420588
0.15,2.0,0.06838819752320095,0.0087792956003858,0.029887736215514035,0.0010271449362333801,0.0423454933857523,0.002028393335005946,0.07015257957310787,0.0060508009848607896,0.560659855720765,3.7697214471886875,0.0010449542932147392,1.1518476672152052,0.0035386025363054133,0.00012402000000000002,7.74679862193983e-6,2.3333333333333337e-8,2.2498285257018432e-8,0.0003280621817207119,0.000693280317797675,0.34706444252070934,0.03790865014528537,1.3661305498290308,0.14241013876827074,0.0005549715015459463,1.566820781693489e-6,-0.09040504596420573,0.0008404589257892033,0.07999244522302268,0.007369940968974903
