Delta T,tau_T,MSD(2500),stdv MSD(2500),MSRD(500),stdv MSRD(500),MSRD(1000),stdv MSRD(1000),MSRD(2500),stdv MSRD(2500),MSRD diffusivity exponent,shape factor, stdv shape factor,aspect ratio,stdv aspect ratio,T1 rate,stdv T1 rate,P(l<l_c),stdv P(l<l_c),trapped edge lifetime,stdv trapped edge lifetime,T1 success rate,stdv T1 success rate,Δstdv ^2_n,stdv Δstdv ^2_n,v^2,stdv v^2,correlation length,stdv correlation length,tau_eff,stdv tau_eff
0.225,10.0,3.1712900974493468,0.11196102724212209,1.0578844149152866,0.03831054205619844,2.11984304168338,0.0861036242773256,5.527686888184653,0.16222934349451176,1.0539038516969785,3.867215338028506,0.0004428378454130144,1.2887498835691416,0.0008795168974887814,0.005777119999999999,6.09633186614888e-5,6.259999999999999e-6,6.949198372811883e-7,0.007236159357548155,0.0019001601172774,0.29706818064707197,0.006168990131283282,2.7749678648469915,0.034970750768630314,0.0006474328048539652,8.876262269299928e-7,-0.06973390067798897,0.000935340311712294,0.8083127119317973,0.011135902599322676
0.225,20.0,3.9556393601490587,0.1663589082970314,1.3094346658334695,0.061154245405557965,2.6764302805925704,0.12037144577411141,7.066325602606824,0.2821501955481699,1.052085935519014,3.8762541063704092,0.0005993810115056702,1.3082159034675762,0.001427020072398358,0.005920860000000002,0.0001913589773755655,6.193333333333332e-6,8.318950551097473e-7,0.020210989798846245,0.003943708923663082,0.35630699812298333,0.010258030202777733,2.8011149262803046,0.05038043654041925,0.0004367556124434839,2.147373766558949e-6,-0.055902415330573774,0.0012394744646971633,1.4195914602954787,0.013024518499338545
0.225,50.0,3.828246488839713,0.14063621764440523,1.2267395813485444,0.02564024558474256,2.529046524896275,0.06301772655170093,6.640461438804371,0.1662626154812774,1.0604196737857277,3.8794730509339646,0.0004732472335547653,1.3192633569617531,0.0009282123540990192,0.00479772,5.0508982699449895e-5,8.930000000000001e-6,3.1877253006795604e-6,0.05771336176971394,0.009039493728002999,0.4186904141788738,0.007812008404260882,2.795564922564122,0.05224037773334339,0.00024323204681614432,1.2258620074304868e-6,-0.03468121789274488,0.001196002571992982,2.511146489374203,0.020362108236111915
0.225,100.0,3.317695819733012,0.15360233255061304,1.0080481457298938,0.025257631626994733,2.0722070708255327,0.06467204182613003,5.5180559422768525,0.23254940726114084,1.0847611877163295,3.87917086413512,0.0006128075792230383,1.3227944765066575,0.0006605765295760477,0.0037263400000000003,4.489771585380356e-5,1.3826666666666668e-5,5.2179367759231115e-6,0.10978931848567997,0.01920515824664669,0.45855216066327537,0.008097779013640978,2.7267183670134285,0.09349768749137163,0.0001512708922847018,8.484825952655304e-7,-0.01685746182234031,0.001195717163943525,3.9427295020135236,0.008839689047235252
0.225,500.0,1.5990203637988627,0.08437382349112389,0.42029354083810544,0.015118674298817346,0.8722781131038871,0.03320679270044682,2.2998266135353904,0.07891706780182171,1.0708985781619835,3.8712270564750795,0.0011311846853675758,1.3165757216673053,0.0017359382540137768,0.0015241400000000002,3.814021499677211e-5,2.898333377900004e-5,1.7038796054558276e-5,0.5486558909239239,0.2068366854585614,0.5332465559704888,0.016920571461275194,2.7220137369577246,0.1496671263827954,4.448323455551774e-5,1.1231487624523871e-6,0.03005496091665382,0.002451082699188591,6.878209851054338,0.0327670852426026
0.225,1000.0,1.0335062019458847,0.06749673473317168,0.23152864062336304,0.00795310426674855,0.4924077603522247,0.020102014895927056,1.3621344891032718,0.06609745883077486,1.0986627152482127,3.8646055066677976,0.0008550822201947685,1.3099147330948577,0.0025521620499932176,0.0008858,2.2250692873106978e-5,2.4403333333333334e-5,1.4941312765633879e-5,0.962314556720173,0.46048945219108156,0.5630791145065669,0.023830377810305576,2.7700752054474993,0.14215115286151309,2.4504035332728088e-5,8.929531197932497e-7,0.04974657983170858,0.0019786874684498486,8.162549676644678,0.042023361241423134
0.25,0.1,0.010431051831003998,0.0020420425657108883,0.004983687432495338,0.0004441089803513432,0.006836522975085004,0.0007985155286275516,0.011078447283639659,0.0016653796624165862,0.5172174201485799,3.773246966056031,0.0014080320660801652,1.1723471051991183,0.004388468603592469,7.04e-6,1.4385177556545252e-6,5.666666666666666e-8,3.5311663515712675e-8,0.0017565485362095457,0.0037059778058148394,0.2574389328972092,0.10185798072753946,-0.4173989044960912,0.3989427108693002,0.003534664251194182,7.696423194433314e-6,-0.08969149962063763,0.0009132091565493433,0.012540456648787505,0.003309883446898596
0.25,1.0,0.14072803826972705,0.026405892669206905,0.06435105592560196,0.004887504389947682,0.09350622033328529,0.009000900922745815,0.1590540141924313,0.020564651467607924,0.5848573136323438,3.8132579633797135,0.001089129617253049,1.1709583887545576,0.0030499257217789693,0.00087186,6.748432245920365e-5,3.804666666666666e-5,8.664102184685188e-7,0.0019697633682998596,0.0002313731625351016,0.08919191851013822,0.004011863835171505,2.972307524377464,0.06432065114927048,0.0021173387851796907,4.883746776453662e-6,-0.09253923848112176,0.0012088569842429,0.06412831624105432,0.005891992225113121
0.25,2.0,0.5048968076494288,0.08402455094294849,0.20603616099863667,0.017899948089601457,0.34717443546130905,0.03632484996415,0.7164190495075677,0.11193875362415813,0.7878948283080914,3.8388068889987124,0.0021242635836796987,1.2089686510011035,0.00531857941157144,0.00265164,0.00020704068950597873,4.151666666666667e-5,1.2647402504999068e-6,0.0017766876990759517,0.0003454962383585149,0.1307659027657786,0.004576681759975352,3.03926592300681,0.05573735580126258,0.001678528171809376,8.17599775641815e-6,-0.09037796433188276,0.0007721504697591829,0.1323846475911254,0.006543335994941902
0.25,5.0,3.0023652783610704,0.1369856984989981,1.033361902114884,0.03747339826966603,2.06210424109967,0.08194953335786348,5.278959345407307,0.20390140235905116,1.0364638085035216,3.8815565310583806,0.0005377807690153634,1.2882835263903383,0.0010034259715772482,0.007260279999999999,8.608596220574458e-5,2.558666666666667e-5,1.3269476717100766e-6,0.005711461004272789,0.0006406635437966522,0.2253668146009557,0.0031169296779933165,2.815128604426328,0.025929105693854433,0.0011808607656194152,2.167856334878357e-6,-0.0808227367764071,0.0009502237465203785,0.46736312686333575,0.008796822161191839
0.25,10.0,4.475186808522341,0.12482663182219458,1.577800578615322,0.029796722757954492,3.1971059554357266,0.0684564743670935,8.261644721029107,0.2591056427978515,1.0305276336473708,3.8977796681555335,0.0004023259745941381,1.318405114788269,0.000613768283181249,0.00844848,7.228660241627656e-5,1.839000011422223e-5,1.7129894962775788e-6,0.017532676561501558,0.0024677906304680563,0.2731758649075874,0.005251950078285238,2.8650569453579497,0.025871548562638125,0.0008408850432848478,1.798029805845785e-6,-0.07090670031207122,0.0006912381006670545,0.8953102555718174,0.010355724368092623
0.25,20.0,5.1479484113433704,0.16935154576809958,1.8063730586084092,0.03296424211974457,3.6896362337106643,0.09884155654804622,9.601720801246731,0.3341413540958003,1.030663913444177,3.9059440430934735,0.0004695594701861206,1.3361420306922152,0.0006692955621310519,0.0082484,5.0745377457787604e-5,2.388666666666667e-5,1.8811081577715216e-6,0.05029741868353947,0.005374473115084332,0.3194981992686346,0.003756190865740118,2.8734672378617097,0.022660910377819383,0.0005746479438906565,1.0468586139659485e-6,-0.06036146643831629,0.0006907106641188138,1.4806017794850135,0.012651447915951772
0.25,50.0,4.975124988490983,0.10382246580193191,1.6883785752443097,0.032196786753377636,3.453125333181971,0.06902876661126779,9.071922270162263,0.2048380057010523,1.0603064960630053,3.9095017751237577,0.0005628907065155292,1.348740802484413,0.0011332026201626953,0.0067459600000000005,5.271590946868988e-5,4.636000107400021e-5,5.266827727225548e-6,0.1430003282799678,0.011881223368423373,0.36584538068894557,0.005442974908043099,2.8587771430087194,0.05346616908484908,0.00033020856674898517,1.0507931505624086e-6,-0.04334993169696436,0.001404914422386387,2.4717539838296756,0.022833738497314127
0.25,100.0,4.278467519779628,0.19998562125538732,1.4076725762829414,0.03569156091455426,2.8802429365238975,0.09433560939754584,7.541277690175588,0.34531778946545816,1.0422664888546138,3.91034797611817,0.0012222850690176777,1.353862143548809,0.0019177522465702356,0.00539792,0.0001274982596831117,8.470000238466722e-5,1.754783498013935e-5,0.3238504436281489,0.04174923831077011,0.3941949588526635,0.006637980987295758,2.846710573356668,0.07655604766101934,0.00021314880670689407,1.1314892405009192e-6,-0.027226695585276645,0.0014032100514797606,3.4759436857864494,0.026205174378205503
0.25,500.0,2.362263275421962,0.10679833938172716,0.6609893020086312,0.022049754519977975,1.3833087439525036,0.052424101798898615,3.772404463534758,0.19681421160603205,1.1001704843207578,3.9028495426205168,0.00257596988932435,1.3492865020265186,0.003013739031966636,0.00251504,6.27607662300085e-5,0.00014650333333333332,4.165997412918596e-5,1.3104619915051643,0.22264215159998127,0.45879010698624445,0.013074814642722551,2.755538086768869,0.117599635711632,7.281084031042418e-5,2.075916205113354e-6,0.01223536979120999,0.0014132178388869111,6.745742026985916,0.028202467729403692
0.25,1000.0,1.5596275603638237,0.08774087203038584,0.3639143991699973,0.018980294284376066,0.7846419741380376,0.04430732404554744,2.244932593804783,0.12471215366361299,1.187681849811579,3.8908099231848317,0.0028599876680424938,1.3378701427848152,0.0033440899130120884,0.0015189,5.7123978230589735e-5,0.00013120000000000002,5.757956599135746e-5,2.050669413319301,0.4146275906739146,0.525553006766385,0.015201675926060833,2.749091159972627,0.16168884678227713,4.198086754658143e-5,1.5198211987043287e-6,0.03859473115760364,0.0035593057213743604,8.555008923847046,0.05796500507722427
0.3,0.1,0.028297645229706982,0.004198874767057145,0.009795037821705679,0.0009133367757972707,0.014803648534970645,0.00167657670802664,0.027020498838937954,0.0030655718961068398,0.6465474532497814,3.7780772248810885,0.0007913729235489183,1.159956373586041,0.0035570057427995717,2.45e-5,2.665416373560507e-6,9.566666666666667e-7,1.7216845038694509e-7,0.007565689872396331,0.002469878262062079,0.17860757666867988,0.03324001438409191,0.2737351348110466,0.17430291545080584,0.00497922931664819,6.445009762525541e-6,-0.08996609989954689,0.0008485435573939376,0.0139177254189309,0.0031142210096294755
0.3,1.0,0.4500938868637411,0.06256838477557718,0.1872798756923708,0.011579048162147033,0.31630013605637836,0.02340024066185637,0.6489558781532107,0.08597705766261443,0.7694238366412612,3.8588937733707454,0.001924634258923974,1.2068530341956656,0.004905165356461013,0.0035171800000000004,0.00019233797683591592,0.00017247333333333335,3.453600733248028e-6,0.005261302402769475,0.00022770109156449144,0.12050240206389011,0.0028937425073930845,3.1079793569155143,0.059107352751587475,0.0031068460748348028,1.2452449697451005e-5,-0.0907734582778166,0.0008067892252063679,0.07820983231680458,0.00561551708326073
0.3,2.0,2.8773174442549574,0.15221955849777322,0.9835488636247433,0.04431328117438716,1.9860305328669352,0.10340327528151322,5.114168964663732,0.2920157179967313,1.0246919270035189,3.9102669993084738,0.00047749528799418854,1.286914251359696,0.0008791695674726794,0.009796939999999999,7.691796784742668e-5,0.00015675666666666667,2.88221665381113e-6,0.005917812140648948,0.00034753461816214336,0.180056634516851,0.003988385955641498,2.8365624613239775,0.044494394515295056,0.0025746480655419422,3.56029703592497e-6,-0.08742277166804246,0.0009309666659832402,0.22759931700454727,0.006641494354094057
0.3,5.0,6.056884605926834,0.2670834303294485,2.2271901713896507,0.05780314192996766,4.531806458450407,0.13894989631813048,11.654116651549971,0.5297616489080273,1.0267865741729414,3.9537172908352884,0.0005684091214303575,1.347032957251766,0.0007572639077192215,0.014880299999999999,0.0004522641927015665,0.00010666666666666667,8.738816486243824e-6,0.019617670938997668,0.0013560948007552438,0.22929216767956423,0.0021739154263150265,2.9268413515896707,0.021676981209862705,0.0018039896875901525,4.120740400233435e-6,-0.07973016983776812,0.0012513027980764909,0.5731345522757981,0.007320600967117157
0.3,10.0,7.517444771332616,0.31933294558113007,2.827887261895932,0.050450013403009406,5.749147478174283,0.15334856262979626,14.624832067322421,0.6223555683985312,1.020780206991917,3.974626880125322,0.0005391979582229686,1.3769230372576806,0.0009087774010038262,0.01552442,0.0003818600843240881,0.00011551667936967114,5.435940537808421e-6,0.05992589767750569,0.003914970064403232,0.2566159548109714,0.004079802776507817,2.9880512965767263,0.02661158520351211,0.0013064920852249966,3.1598918486860858e-6,-0.07326410795049741,0.000904715038137183,0.9790698579389765,0.007412390677457691
0.3,20.0,7.961979888817666,0.2517890271735116,2.9876962891398815,0.07077740979749761,6.079831933118796,0.17201458881668505,15.42431654339445,0.5096976553069293,1.0148910995393658,3.9889279592554763,0.0006736588265160609,1.397664328683528,0.0008189198363309962,0.014396377777777778,0.0003173908228737001,0.00020365194321934736,1.9204010336232336e-5,0.16118902670343793,0.010741631491529157,0.2782222492492231,0.0036271925961365225,2.997948959319314,0.029932791844225575,0.000916745404815489,2.988147964847567e-6,-0.06600222766771342,0.00103947673687971,1.4628056707096637,0.00855216560579747
0.3,50.0,7.356444384589995,0.18226342745658305,2.713151472375284,0.058006561563304894,5.545083817292528,0.12114600931715913,14.248413807237005,0.343067921954556,1.0328655557042783,4.0057790336735195,0.0012766395512616685,1.417282201599365,0.0013705040278375483,0.0117113,8.052520457241068e-5,0.00045415017187842513,3.516542247886306e-5,0.46609306179222326,0.01917875584100042,0.2639633264196262,0.0990773936115313,2.978717292991231,0.0305236440358586,0.0005677820945212175,2.2059340752049358e-6,-0.05692746515287462,0.0008712255957603308,2.290272752883015,0.011957244447924323
0.3,100.0,6.372957919165151,0.18462523526669825,2.2981360133936946,0.09122950160430328,4.70682170718841,0.20140040574919324,12.252588614263722,0.3806287435729536,1.0336972040826897,4.020671387678453,0.001898734606328319,1.4299062083762126,0.0018116545500737294,0.009662050000000002,0.0002793298255263327,0.0007776510848479041,5.2710039999243686e-5,0.9416437324492103,0.05180392692955098,0.26465424873856164,0.09926992536580127,2.9705053074971826,0.04442168132816967,0.0003946005337101462,1.1896756859032144e-5,-0.0513812754627634,0.0017812755153357922,3.024300752036177,0.015666715840425904
0.3,500.0,3.3216266316307337,0.12939874300653353,1.1707116035794893,0.01980357768460219,2.3880466918695786,0.04997082925590588,6.134522289376,0.25922439530293345,1.0299668022760642,4.041085261053519,0.002598453353061719,1.4426667574617666,0.0022902581862294063,0.004560819999999999,8.792205891836509e-5,0.001196290897107394,6.593515368294153e-5,2.7189587616590605,0.09965862535735191,0.3106875193995706,0.00506270983342437,2.748348021517049,0.0430029442831062,0.00020564202301863785,1.6698779378125797e-5,-0.04644600974962745,0.0015986751798723138,5.310853588908351,0.010316375456717689
0.3,1000.0,2.541367331854661,0.04945932248524418,0.7958597145402482,0.021740903458384007,1.6765987458359919,0.04030778898795164,4.380023903980306,0.05195099614369987,0.9877423260925874,4.000488901369561,0.004123566128133449,1.4162611991269232,0.002872062275068006,0.0029604800000000006,4.89940767394953e-5,0.0010043136350707308,0.00012511614977884318,3.8791526351552044,0.23810559342543006,0.4187651923201047,0.011934542054090488,2.7606096322693117,0.08425618040854282,0.0001356163766350603,1.4507325809209068e-5,-0.02607196937183,0.002836034677383419,7.241390784751993,0.028558313608123883
