t,tau_V=0.1 C_vv(t),tau_V=0.1 stdv C_vv(t),tau_V=0.5 C_vv(t),tau_V=0.5 stdv C_vv(t),tau_V=1.0 C_vv(t),tau_V=1.0 stdv C_vv(t),tau_V=2.0 C_vv(t),tau_V=2.0 stdv C_vv(t),tau_V=5.0 C_vv(t),tau_V=5.0 stdv C_vv(t),tau_V=10.0 C_vv(t),tau_V=10.0 stdv C_vv(t),tau_V=20.0 C_vv(t),tau_V=20.0 stdv C_vv(t),tau_V=50.0 C_vv(t),tau_V=50.0 stdv C_vv(t),tau_V=100.0 C_vv(t),tau_V=100.0 stdv C_vv(t),tau_V=200.0 C_vv(t),tau_V=200.0 stdv C_vv(t),tau_V=500.0 C_vv(t),tau_V=500.0 stdv C_vv(t),tau_V=1000.0 C_vv(t),tau_V=1000.0 stdv C_vv(t)
0.5,-0.020985954090013532,0.0018460107966000129,0.2281218717295888,0.0022803863995666286,0.4207278391229742,0.0012259949580961322,0.5780335140657807,0.001572174932885022,0.7208388120305005,0.001312126780331469,0.7926838126685622,0.0015154224664529988,0.840524499734707,0.0015504450841796545,0.8825332695166928,0.0026275758118711884,0.9032803481671211,0.002818508401452452,0.9178184398388431,0.0023217373308163647,0.929612540383285,0.003566567319542265,0.9340655102250823,0.003545994999631629
0.55,-0.020872810127396082,0.002597620180417261,0.19666173071207138,0.0021296281608771334,0.38971422483712703,0.0010937068837307818,0.5528496425275569,0.0015628839266340852,0.7034789564670241,0.0017445517910575057,0.7797733980771085,0.0014404544944391583,0.8305171325428262,0.0013677169986886493,0.8756246451403097,0.0026033037673220487,0.8980087052565583,0.002917118829528546,0.913405557686721,0.002360566090510218,0.9261031934662796,0.0037720829310267097,0.9304190592468977,0.0036264635111654332
0.6000000000000001,-0.022281630357379983,0.002508206019794637,0.16879368020910607,0.001917644197686341,0.36120036784357373,0.001311437863392255,0.5286755219370377,0.0014220202064973095,0.6864858956760451,0.0020396446588417587,0.7665056969243798,0.0017765396349018157,0.8200136811579146,0.0015684188485418872,0.867292197777506,0.002727263779848877,0.891586584819264,0.003101358630665559,0.9071668545761177,0.003997076317262362,0.9204009783868158,0.006233880124811642,0.9220948050634902,0.0069178600680779275
0.65,-0.020771571445657104,0.0026166438138720233,0.14398888000339777,0.001629294108198426,0.334744649181375,0.0012965295381045338,0.5059489049918939,0.0018686124288260842,0.6701282795601857,0.002290819806856536,0.7541605685497754,0.0018790220982286658,0.8106228021239463,0.0013883909551597568,0.860526280875925,0.0025746468878035614,0.8860823493984571,0.0032497654238431294,0.9037842263633222,0.0026917547672120593,0.918265271582699,0.0038068441193258697,0.9233663911948223,0.004049019652767329
0.7000000000000001,-0.020543284257908957,0.0027353591947741032,0.12182943711284326,0.0013544590420365055,0.30973677860677384,0.0011930090865447777,0.4844691248344349,0.0013566077310561717,0.6545823233155816,0.001939172267395985,0.7424903000222713,0.0016167812643555228,0.8014319914217285,0.001354987496295904,0.8538479627657125,0.002763090110220681,0.8808727881900861,0.0034243446825658022,0.8994930348137866,0.0025780113404017184,0.9148270740203847,0.004143047868640693,0.9203490143744155,0.0041178527639592725
0.75,-0.01896414155104763,0.0032058110603913055,0.10243626019160315,0.0013356344221771182,0.2866112798543735,0.0014167397403851217,0.4640310420771119,0.0016512146815493365,0.6396035982886346,0.0017486307248632913,0.7310674811343107,0.0015555501214779232,0.7926894686701418,0.0013038987345251661,0.8478508553891586,0.002880344248655905,0.8759646491646589,0.0035336610163959367,0.8947819094707739,0.003939464159449525,0.9104695711795556,0.006419078987382358,0.9130114315652731,0.006998380293205127
0.8,-0.017797922055236837,0.0027986240801413354,0.08479213788173598,0.0012768414934994814,0.26523269989711434,0.0013969421170999916,0.44479770117401574,0.0015260803519556382,0.6254063663021066,0.001501500950567633,0.7199441109388447,0.0019161250922437045,0.7838269484678703,0.0015091261971641608,0.8416016066659899,0.0027130489830396558,0.8710666862465057,0.0036408827555524793,0.8917753884295132,0.0024777461277080085,0.9085180276322532,0.00394296251123709,0.9146945195303996,0.0041587029906064825
0.8500000000000001,-0.0174876994930801,0.0020152359206083606,0.06962639580830085,0.0018822405613179469,0.24447246471291958,0.002157513627005359,0.4262847777189068,0.0018509697326948113,0.6113624833891134,0.0013286977259022441,0.709286715133253,0.0016297978908049549,0.7755414280137645,0.001570327511081401,0.8357365736198068,0.0026500398732627554,0.866308246515519,0.0036912859904057664,0.888053564248199,0.0025177280110780568,0.905576001201134,0.003962767386097601,0.9119320383845645,0.003967068843412415
0.9,-0.017965225977094306,0.0018042158930489083,0.05632224271212259,0.0016201223469943368,0.22527009735240006,0.0022171372316048083,0.40831382989464515,0.001504731954236228,0.5981017596025469,0.001306329473503622,0.6989982138160353,0.001664199810738683,0.7674705500521728,0.0016799994597186427,0.8297444139772031,0.0028138093508956073,0.8616756120819428,0.003745905010200618,0.8833373604493966,0.003990922727768923,0.9016515669594687,0.006284930848713188,0.905000665088749,0.007064362639757741
0.9500000000000001,-0.0170260549911112,0.002227958565629517,0.043418452261664554,0.0016607344233093026,0.20718718405895697,0.0018862443229882807,0.391109773019233,0.0014528325570805091,0.5848180199343294,0.0012441104111694265,0.6888255315769909,0.0017934417623617122,0.759176301573913,0.0017563739315368241,0.8236128336292058,0.002834563980580331,0.8568015678039516,0.0038828326207140883,0.8804606874853811,0.0026871971365923122,0.8995254472897185,0.004128263390970329,0.9066851683369337,0.004159217632615536
