F_0,tau_V,MSD(2500),stdv MSD(2500),MSRD(500),stdv MSRD(500),MSRD(1000),stdv MSRD(1000),MSRD(2500),stdv MSRD(2500),MSRD diffusivity exponent,shape factor, stdv shape factor,aspect ratio,stdv aspect ratio,T1 rate,stdv T1 rate,P(l<l_c),stdv P(l<l_c),trapped edge lifetime,stdv trapped edge lifetime,T1 success rate,stdv T1 success rate,v^2,stdv v^2,correlation length,stdv correlation length,tau_eff,stdv tau_eff
0.06,5.0,10.692270468716854,0.8839168183091773,2.013698157309645,0.07427873660529731,4.260186157697166,0.19590292428707343,12.142513751296619,0.5287159806351107,1.1602816933161744,3.852061656250304,0.0004066439728347866,1.3750732416822369,0.0007440907583734105,0.00564154,5.558265516827666e-5,0.0,0.0,0.0,0.0,0.9988657516120766,0.0007772936438218734,0.0025170876761636467,4.876367337690099e-6,0.4984959596266873,0.005955003624399606,0.8085839582815532,0.018856230313497566
0.06,10.0,24.309855442051262,1.2820898435929402,5.296778452057666,0.15257132179139263,11.967586717793665,0.38964039426198627,35.31047696234189,1.1809428202840975,1.1366618808364721,3.8811865642324177,0.0003981312063725928,1.4269035586163887,0.0008991019241622867,0.0096118,5.638959714935624e-5,0.0,0.0,0.0,0.0,0.999648637167317,0.00037082517608877727,0.002052405025372151,5.264000131775885e-6,0.5763063623334721,0.01868695102499765,2.165227470286767,0.01959258145935461
0.06,20.0,50.16833404440116,2.384552024637991,11.402571560208342,0.29185214004000354,27.025564790730083,0.8766814858868711,79.87361882344872,3.0803800913007096,1.1250999268394533,3.9053589419440833,0.0003778429314579799,1.4702586951425842,0.0007865338649260532,0.01244982,6.294077992667216e-5,0.0,0.0,1.3444474321056e-5,4.251516079818283e-5,0.9997279565440683,0.00031510906868304145,0.0016919530478513886,6.1183625921581415e-6,0.6752229231626614,0.011422792385534463,5.362913195799164,0.025732542215272703
0.06,50.0,111.27238475469966,2.9718859907803186,25.682331404553377,0.7499079103978736,64.39248434531069,1.8375652512547664,189.92885218477699,6.771499133228584,1.122117634661549,3.929788681570205,0.0004162942987208127,1.514831882765486,0.0009715422456811512,0.01418636,8.683546638454962e-5,3.3333333333333334e-9,1.0540925533894598e-8,1.180637544273555e-5,3.733503731012319e-5,0.999595711948318,0.0005109950781229974,0.0013574530646392306,8.126700954697868e-6,0.8099424723583883,0.022695074593156613,15.407859231075657,0.06307007252533667
0.06,100.0,190.41137874750862,10.401843870575082,41.198149824272974,1.6075805373725645,109.15890703944665,4.006940993975248,328.21143962742104,14.017210213960603,1.1109511108989198,3.9433847110788065,0.0005270078425610997,1.5409515845153903,0.00119011571161689,0.0145108,0.00010413815609830801,0.0,0.0,0.0,0.0,0.9998621970265222,0.00011881048411509351,0.0012057979103924392,1.220160933154687e-5,0.9120552643366017,0.029176668258589843,31.97181660544142,0.21814831426741838
0.06,200.0,314.45907559127227,25.752187167083903,58.87006922663211,3.4757156205099315,169.25494693237414,11.359819035129545,533.9313931318939,34.37267481332887,1.1483120346224696,3.9530848212226366,0.0007031194546896094,1.5596770923979588,0.001380498489197587,0.014480199999999999,0.00014823018136218632,6.6666666666666685e-9,1.4054567378526132e-8,3.3589759111585237e-5,7.562629314289623e-5,0.999810741373123,0.00018984868118695372,0.0011271846015491766,1.6635117669124704e-5,1.0387587800067795,0.04937828619961459,58.820432682119765,0.46661709074250945
0.06,500.0,580.991189331523,25.835792482586026,82.43840988781118,2.767061240384258,272.9020040999575,9.166472151161303,991.6861219221964,35.94675655561573,1.25561148658475,3.961048643630414,0.0010725177219672321,1.5758991915060605,0.00229864089363429,0.014429059999999999,0.0002468534256958525,0.0,0.0,0.0,0.0,0.9997555957395567,0.0002406628360210497,0.001123950136646616,2.214024778831653e-5,1.1970114698416174,0.08249868244738685,119.99114226098764,0.45660263908430865
0.06,1000.0,816.2027958950189,64.3146463435506,93.85983095793208,5.7242499368774915,334.78813215298277,24.221910922067885,1385.3498734141153,94.51864682405387,1.4109517524808,3.964955457317141,0.0009769150054369368,1.583700682070203,0.0022564163758838417,0.01451957777777778,0.00026624288618561147,0.0,0.0,0.0,0.0,0.9998427794683329,0.00016694223735133114,0.0011449995582459307,3.816226950759481e-5,1.248904933139665,0.06671522614626396,183.09641940364233,0.7283184820076762
0.075,0.1,0.04187149385175504,0.01910546729288569,0.009712334228846667,0.00011164263876066135,0.009847025637826025,0.00015987730399220795,0.01004148762440266,0.0002924804898812661,0.04000163971783866,3.7653891676442264,0.0017370790458869914,1.1987551302323673,0.005384404982639664,5.199999999999999e-7,3.6757463338907254e-7,0.0,0.0,0.0,0.0,1.0,NaN,0.007639647197812541,2.791088551565792e-6,0.28072896669745606,0.004165670712298677,0.018407828504769404,0.005187099768106938
0.075,0.5,0.22333177337504898,0.03484241001277991,0.057191721717968984,0.0011398699634486056,0.06927952936266014,0.001927068652606375,0.09859169041773871,0.005557499802820281,0.42109897769518473,3.771542984371448,0.0017254592854097223,1.2164951679248075,0.004139421899636086,6.384e-5,5.293853878686953e-6,0.0,0.0,0.0,0.0,0.9900221650221651,0.016269059243563,0.006661363507070632,2.6039246089284244e-6,0.3320372038991375,0.00544064535705336,0.0673277402013599,0.007730801993307697
0.075,1.0,0.8387076635344786,0.09162214794646031,0.1812935033133099,0.013950632760831172,0.26698226110839696,0.0302091821386914,0.5011271967455831,0.07735689429364326,0.7420452219024619,3.792221646532597,0.001258560896584532,1.2639813766809616,0.0022582120074877447,0.0006533600000000001,4.714439285617938e-5,0.0,0.0,0.0,0.0,0.9959487058954875,0.004583100375222045,0.005957593235261085,3.487885845552198e-6,0.36945091624094706,0.003973329021064813,0.1458540000909055,0.00858061043378228
0.075,2.0,6.888212094409113,0.37857932367492403,1.4182400053703488,0.036470750913877525,2.8962675628551664,0.08700684378593665,8.02821714012969,0.28976569225907806,1.1579554857414716,3.8386759337432244,0.0003678123505222204,1.348188256561923,0.000662271300509755,0.0051083000000000005,3.883357653714972e-5,0.0,0.0,3.3244680851063356e-5,0.00010512891157474516,0.9980322854636997,0.0013503914981926103,0.005150004963179465,5.025828010034056e-6,0.4096762540630558,0.007161660523738722,0.3096068717204107,0.012722586572295394
0.075,5.0,27.625639072478013,0.8169026540185542,7.156361742160791,0.1695201055987993,15.913952993781846,0.32289344670940073,44.5604432877827,1.4083391614556757,1.0961862667630728,3.8862893436827646,0.0003382059632663736,1.431354398302521,0.0006805445962949761,0.014306439999999998,7.660187407048932e-5,0.0,0.0,0.0,0.0,0.9994288323185954,0.0003067774359112595,0.004116046739381164,4.205770091842104e-6,0.48318226950907406,0.008171209775803108,1.2376713442142349,0.014359449949789039
0.075,10.0,61.074564614947356,3.012555370044515,16.887066464485937,0.38876348034329256,37.92279709270047,0.8650857217274882,106.2097169393477,3.740834122484555,1.0970506277057182,3.9152779433840665,0.00032362836094740506,1.4811847067113355,0.0006731703188375801,0.02039716,8.748474406686302e-5,0.0,0.0,0.0,0.0,0.9997405038997224,0.00011251794597957497,0.0034857857377217105,5.94059633435873e-6,0.5449843243909026,0.010709224919655687,3.066612787748285,0.01574912976557945
0.075,20.0,114.02278008315076,6.275919271800775,32.84499742090122,0.8942741837156246,74.31128821686994,2.4198826878603468,205.51736664842525,9.166205781131778,1.0743797157164428,3.937779466048242,0.0005060659086708198,1.5197348940133142,0.0008888789304187573,0.024143380000000002,8.707235560791483e-5,0.0,0.0,0.0,0.0,0.9995848488675059,0.0003122922521474168,0.002995998648900989,1.0968312672200011e-5,0.6110135696508268,0.013009121079129998,6.726244399834868,0.021798736304102076
