bin_left,bin_right,bin_mean,tau_V=0.1 P(l),tau_V=0.1 upper_error,tau_V=0.1 lower_error,tau_V=0.5 P(l),tau_V=0.5 upper_error,tau_V=0.5 lower_error,tau_V=1.0 P(l),tau_V=1.0 upper_error,tau_V=1.0 lower_error,tau_V=2.0 P(l),tau_V=2.0 upper_error,tau_V=2.0 lower_error,tau_V=5.0 P(l),tau_V=5.0 upper_error,tau_V=5.0 lower_error,tau_V=10.0 P(l),tau_V=10.0 upper_error,tau_V=10.0 lower_error,tau_V=20.0 P(l),tau_V=20.0 upper_error,tau_V=20.0 lower_error,tau_V=50.0 P(l),tau_V=50.0 upper_error,tau_V=50.0 lower_error,tau_V=100.0 P(l),tau_V=100.0 upper_error,tau_V=100.0 lower_error,tau_V=200.0 P(l),tau_V=200.0 upper_error,tau_V=200.0 lower_error,tau_V=500.0 P(l),tau_V=500.0 upper_error,tau_V=500.0 lower_error,tau_V=1000.0 P(l),tau_V=1000.0 upper_error,tau_V=1000.0 lower_error
1.0,1.1,1.05,0.01645843333333332,0.004559136194581239,0.004559136194581239,0.03450889999999997,0.0033323483064953527,0.0033323483064953527,0.10346933333333323,0.004933228189570226,0.004933228189570226,0.3123100666666664,0.0019291213044822764,0.0019291213044822764,0.4720247666666662,0.0007855295775996948,0.0007855295775996948,0.5280008666666662,0.0006640249549081255,0.0006640249549081255,0.5582595666666661,0.0012360382755070877,0.0012360382755070877,0.5778169999999995,0.001688745958864208,0.001688745958864208,0.5854285666666662,0.001537943392253993,0.001537943392253993,0.588434629629629,0.0018270510502236713,0.0018270510502236713,0.5911117666666661,0.0010667395814199165,0.0010667395814199165,0.5913722592592587,0.0018953053900638201,0.0018953053900638201
1.1,1.2,1.15,0.0004390000000000006,0.0004346100000000006,0.000745066666666668,0.0032889000000000043,0.0004599543737436645,0.0004599543737436645,0.018753266666666695,0.001313506350701563,0.001313506350701563,0.10872456666666681,0.0012100836421453107,0.0012100836421453107,0.23465080000000035,0.0010526644172330723,0.0010526644172330723,0.29750106666666704,0.000914470052294347,0.000914470052294347,0.3369278666666672,0.0010033105596037209,0.0010033105596037209,0.3684350000000005,0.0010898251303832279,0.0010898251303832279,0.3826776000000006,0.0018961206973094943,0.0018961206973094943,0.3909237777777783,0.0006852591967034622,0.0006852591967034622,0.3961086333333338,0.0015645732384642612,0.0015645732384642612,0.3983030740740746,0.0013409029791087387,0.0013409029791087387
1.2,1.3,1.25,1.1666666666666655e-6,1.1666666666666655e-6,4.099999999999996e-6,0.00019139999999999983,8.755073308772186e-5,8.755073308772186e-5,0.002291799999999998,0.000205665207990505,0.000205665207990505,0.028712299999999975,0.00037981039616766276,0.00037981039616766276,0.09843419999999992,0.0006306149105691207,0.0006306149105691207,0.14715763333333318,0.0006392557680905433,0.0006392557680905433,0.18224593333333314,0.0010953541712586997,0.0010953541712586997,0.21345413333333316,0.0010327233587957968,0.0010327233587957968,0.22801896666666646,0.0012316168681357604,0.0012316168681357604,0.23779066666666646,0.0008383852700943091,0.0008383852700943091,0.24441516666666643,0.001354349511302545,0.001354349511302545,0.24744574074074052,0.001040255174060908,0.001040255174060908
1.3,1.4,1.35,0.0,0.0,0.0,4.500000000000006e-6,4.455000000000006e-6,1.5000000000000026e-6,0.00018520000000000025,3.415874343541377e-5,3.415874343541377e-5,0.005803566666666675,0.00016766950516704894,0.00016766950516704894,0.034785500000000046,0.0005450675176209218,0.0005450675176209218,0.06394650000000009,0.0004352549487029078,0.0004352549487029078,0.08867093333333347,0.000902797309874176,0.000902797309874176,0.11346436666666684,0.0007857177178215895,0.0007857177178215895,0.12559636666666685,0.0010458070243112563,0.0010458070243112563,0.13342737037037056,0.0011629605950671856,0.0011629605950671856,0.1399323000000002,0.000963317114434789,0.000963317114434789,0.1421177407407409,0.00048235155395721425,0.00048235155395721425
1.4,1.5,1.45,0.0,0.0,0.0,0.0,0.0,1.8666666666666667e-7,1.1166666666666657e-5,6.889336902994575e-6,6.889336902994575e-6,0.0008961999999999992,4.565009161214824e-5,4.565009161214824e-5,0.01053699999999999,0.00021733946821607056,0.00021733946821607056,0.024771333333333312,0.00029012164328301015,0.00029012164328301015,0.03938636666666663,0.0004023788660601493,0.0004023788660601493,0.055788399999999946,0.0004647827529151727,0.0004647827529151727,0.06394243333333327,0.0005623660125743383,0.0005623660125743383,0.0700442592592592,0.0010559178574136032,0.0010559178574136032,0.07463406666666658,0.0006951933881400063,0.0006951933881400063,0.07648592592592586,0.0007595188494804109,0.0007595188494804109
1.5,1.6,1.55,0.0,0.0,0.0,0.0,0.0,0.0,4.999999999999996e-7,4.999999999999996e-7,8.333333333333326e-7,0.00011399999999999988,7.675518239631344e-6,7.675518239631344e-6,0.0027644333333333307,0.00014024687668448462,0.00014024687668448462,0.008624533333333326,0.00023253133069134208,0.00023253133069134208,0.015989533333333323,0.00025598549341614217,0.00025598549341614217,0.025516499999999977,0.0002646906533584226,0.0002646906533584226,0.030531133333333304,0.00030345887511965854,0.00030345887511965854,0.03458422222222219,0.0006476493607226405,0.0006476493607226405,0.0374413333333333,0.0004620153115949163,0.0004620153115949163,0.03841825925925922,0.00040949388741122987,0.00040949388741122987
1.6,1.7,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0466666666666683e-5,3.127733372489213e-6,3.127733372489213e-6,0.0006473666666666676,4.5602266025568e-5,4.5602266025568e-5,0.002776133333333337,9.969016197730717e-5,9.969016197730717e-5,0.0061394333333333415,0.00017036982648866504,0.00017036982648866504,0.01104703333333335,0.00023011996066464203,0.00023011996066464203,0.013854033333333352,0.00029349017061379375,0.00029349017061379375,0.016170222222222246,0.00029707864652684545,0.00029707864652684545,0.01784086666666669,0.0003862671691018105,0.0003862671691018105,0.018364666666666692,0.00031171127131797297,0.00031171127131797297
1.7,1.8,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7333333333333334e-7,0.0001331999999999999,1.7455552019237197e-5,1.7455552019237197e-5,0.0008153999999999991,5.0241834911840526e-5,5.0241834911840526e-5,0.0021875666666666647,8.81205753639246e-5,8.81205753639246e-5,0.004534933333333329,0.00010821706581373075,0.00010821706581373075,0.00597306666666666,0.00020004337801191936,0.00020004337801191936,0.0072087777777777706,0.00027367123422903663,0.00027367123422903663,0.008158766666666659,0.0001583145057032024,0.0001583145057032024,0.008469962962962953,0.00022258097430700752,0.00022258097430700752
1.8,1.9,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7100000000000035e-5,8.139296538899926e-6,8.139296538899926e-6,0.00021936666666666697,3.502677987828711e-5,3.502677987828711e-5,0.0007405666666666676,4.3387160301318995e-5,4.3387160301318995e-5,0.0018238333333333357,5.464029399989599e-5,5.464029399989599e-5,0.00253686666666667,0.00011840140973468408,0.00011840140973468408,0.00312992592592593,0.0001356919282150419,0.0001356919282150419,0.0036052666666666717,9.619242546089273e-5,9.619242546089273e-5,0.0037598518518518567,0.00016396409762091827,0.00016396409762091827
1.9,2.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.966666666666663e-6,3.1912302670418394e-6,3.1912302670418394e-6,5.513333333333328e-5,9.332275072279602e-6,9.332275072279602e-6,0.00024366666666666642,2.1866598915884186e-5,2.1866598915884186e-5,0.0006832666666666661,4.011797417432552e-5,4.011797417432552e-5,0.0010209999999999991,7.937720542284625e-5,7.937720542284625e-5,0.0012958518518518508,5.91948550483699e-5,5.91948550483699e-5,0.0015546333333333322,6.0682832603953975e-5,6.0682832603953975e-5,0.0016753333333333318,9.557792050933557e-5,9.557792050933557e-5
2.0,2.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.613333333333336e-7,3.993333333333333e-6,1.3353503262541859e-6,1.3353503262541859e-6,1.9613333333333334e-5,3.6153035492315746e-6,3.6153035492315746e-6,7.641333333333335e-5,7.503401697699321e-6,7.503401697699321e-6,0.00013322666666666666,1.4337009003292627e-5,1.4337009003292627e-5,0.0001793925925925926,2.1010696864122553e-5,2.1010696864122553e-5,0.00022192000000000002,1.2822041208042534e-5,1.2822041208042534e-5,0.00024572592592592596,1.4325131158773013e-5,1.4325131158773013e-5
2.5,3.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.466666666666674e-8,0.0,0.0,4.4533333333333346e-7,1.5800000000000001e-6,8.58968660949762e-7,8.58968660949762e-7,1.8962962962962964e-6,7.811039987031966e-7,7.811039987031966e-7,2.5866666666666667e-6,1.672375408265991e-6,1.672375408265991e-6,3.4814814814814824e-6,1.588072828506922e-6,1.588072828506922e-6
3.0,3.5,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,4.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
