tau_V,aspectRatio,aspectRatio_error,shapeFactor,shapeFactor_error,MSD2500,MSD2500_error,MSRD2500,MSRD2500_error,tauEff,tauEff_error,corrLenght,corrLenght_error,v2,v2_error,T1Rate,T1Rate_error,T1SuccessRate,T1SuccessRate_error
10,1.466873077113243,0.0004966930793223267,3.9065483946239126,0.00023291772777311287,61.202517495284646,3.2318434156707982,106.01367639478664,3.1687976491737637,3.0383204973053535,0.016421599406650136,0.544934381240582,0.01840736376523742,0.0034624444238988824,6.3641160383044945e-6,0.021821,3.962625392337737e-5,0.9993888300406824,0.00023547538328494387
1000,1.5714602116723055,0.001304285604957258,3.9639646683200582,0.00051948496541365,1508.061074981878,161.45079821648199,2796.7420031840234,206.48752515357103,157.3886744662175,0.9235320068695859,0.8874274758507855,0.04031958814465558,0.002357817001017204,7.224723553998234e-5,0.02839376,0.0003190950140632106,0.9997808387811263,0.00010451162217637195
