time,Delta T=0.05 MSRD,Delta T=0.05 stdv MSRD,Delta T=0.1 MSRD,Delta T=0.1 stdv MSRD,Delta T=0.15 MSRD,Delta T=0.15 stdv MSRD,Delta T=0.2 MSRD,Delta T=0.2 stdv MSRD,Delta T=0.225 MSRD,Delta T=0.225 stdv MSRD,Delta T=0.25 MSRD,Delta T=0.25 stdv MSRD,Delta T=0.3 MSRD,Delta T=0.3 stdv MSRD
77.5,0.003091911824821332,2.7047515861124004e-5,0.013468865773056993,0.00022899311698802661,0.04173188235514823,0.0010499969433649789,0.12961756088063317,0.0025270511813868268,0.19411124089249704,0.003144601990437681,0.2688490624036522,0.003453291425981164,0.446993304533575,0.007016830836022238
80.0,0.003096672573850661,2.694703851989062e-5,0.013519161704012331,0.00024417599403215294,0.042255057380495786,0.0010925608053141743,0.13262280556436135,0.0026663347544581073,0.19901717309609088,0.0032449265864777322,0.2763446616716045,0.0037241966755302354,0.46060813504972076,0.006977765197701835
82.5,0.003100505132291002,2.387653743356198e-5,0.01356496000703037,0.00024303644500316108,0.042760764074843326,0.0011294091962074616,0.1356456791746335,0.002761463313833524,0.2040151448243592,0.0033027761167994654,0.2838375249371548,0.003923321567282183,0.47423085241236523,0.007204057259235171
85.0,0.0031033317344793315,2.0973043316270344e-5,0.01361004349176466,0.00025227394307448836,0.04324076197508568,0.0011604335068727495,0.13867415003363623,0.0028084172239110626,0.2089130459888346,0.003421130939660687,0.29131067221285034,0.004232042672305803,0.48799304436818053,0.00738684388038994
87.5,0.0031040940341323354,1.7956853709942158e-5,0.013658836404235037,0.00024678525460259136,0.043733264291429284,0.001181520553858735,0.14159972517086303,0.002887784038837163,0.21392514879027816,0.0035127300660521585,0.29880321340631455,0.004578336294534346,0.5017323198332474,0.007682848371039657
90.0,0.003106379257736001,1.8830885437598876e-5,0.013710771263720648,0.0002454075083468413,0.04422214894243961,0.001227054717698459,0.1445017770922588,0.0030630737596953014,0.21894763290636896,0.0037238164356066276,0.3061585594146686,0.004741821771019194,0.5154533281798703,0.007879690049680522
92.5,0.003107734249948999,2.250553747683719e-5,0.013757685717842662,0.00023760738482643892,0.04472225608741139,0.001272808482658377,0.14744144379529756,0.003234972611614065,0.22399260352842837,0.004037407770636078,0.3136238361427326,0.004728202495286111,0.5287754360931537,0.00810220376527139
95.0,0.0031095626843156638,2.4350706500529855e-5,0.013799971141805025,0.00023692240348411573,0.04519617142855623,0.0013336036482936634,0.15035698680294385,0.0033474483010335694,0.229077386472308,0.004296315491007103,0.321258280656967,0.004596090775344508,0.5422267928845553,0.00850935799090031
97.5,0.003109394397864667,2.2739377332675597e-5,0.013854710760805659,0.0002501495378007323,0.04562002378673896,0.001383903074962474,0.15325633856931248,0.0033977766547107703,0.23410099354143588,0.00444202980433547,0.32877679666544524,0.004707694542794239,0.5557672043337754,0.008779317044897393
100.0,0.003109290397285665,2.350371641461501e-5,0.013909968588423673,0.0002660532023622808,0.046037401109715104,0.0014261684475779873,0.15612233239004172,0.003534084287480784,0.2390968639040176,0.0044938262200848785,0.3362481503582808,0.004658123515988063,0.5693764186990276,0.009016478920710464
102.5,0.0031079004992216664,2.4034273733132007e-5,0.013964306477266656,0.0002866079138898336,0.04648416725203617,0.0014826977110667264,0.15904052797087714,0.0036881536415121333,0.2440521041132548,0.00461797168845011,0.34373639775210424,0.0048048208332347065,0.5828732307589163,0.00936999274100436
105.0,0.0031096939459746686,2.4854306066629438e-5,0.014021332015664034,0.0002964518686197253,0.04694900176992099,0.001515386365844582,0.16199857582103597,0.0037787287600572856,0.24895612204105477,0.004736678188453619,0.3512811486243816,0.005279029684561102,0.5966359400806492,0.009406940242964325
107.5,0.0031119355466749953,2.2164697441693696e-5,0.014073473861974686,0.00028239915502996783,0.0473867275787483,0.0015403219986668665,0.16497215788009717,0.0038258873140815807,0.2539352585752396,0.004790093155751357,0.3588167265740602,0.00552669320877125,0.6104492329357125,0.009596998742929654
110.0,0.0031133353437613393,2.1077859322497496e-5,0.014122737516057327,0.00027785192682139005,0.0478189478667034,0.0015516897888067653,0.16795748643865346,0.0038287719889139944,0.2587457462776011,0.004961629382413907,0.36625953315636006,0.005826580052430424,0.6244035265691202,0.009864066666214694
112.5,0.0031143133645963293,2.1468103443386163e-5,0.014169668682769039,0.0002671550568243025,0.048250584381220006,0.001569266892030684,0.17083790040375457,0.0038996980204618085,0.2636664946423779,0.0051099860017218,0.3737424715687646,0.006098605574265864,0.6382995452995229,0.010249462069876395
115.0,0.00311478800113367,2.1730543844567166e-5,0.014221099349323968,0.00026261431794195265,0.04868597616074706,0.0016218551095968901,0.17368602881439843,0.004017977334066614,0.26860902388350477,0.005339509717747962,0.3811511779166026,0.00629010834350918,0.6521891671495501,0.010391470195551379
117.5,0.0031140282796150004,2.3967291566723096e-5,0.014271778121745661,0.0002527340325912634,0.04916139508985332,0.00165639049714934,0.1766240910082242,0.004168498335995,0.2736650062820441,0.005607708148916268,0.38869291338591017,0.006349483570128569,0.6655880877121956,0.010633318570915408
120.0,0.0031144614304670056,2.432069858010938e-5,0.014318575337812348,0.0002590717115756252,0.04961296210329234,0.0017151754910865707,0.17953686953242406,0.004279149483318498,0.2788229342998105,0.005881417849684292,0.3963153305017584,0.006230890978352276,0.679200425049305,0.011079119621670455
122.5,0.0031147674509733277,2.4545729379158263e-5,0.014362371629707337,0.0002759045471693751,0.050035691190657004,0.0017682781823281986,0.18244524758053582,0.004325286736361905,0.2838300736256911,0.006079447430216706,0.40385523866445383,0.006411224051311534,0.6929699744848967,0.011398486968317158
125.0,0.0031173981313896678,2.5401756516256154e-5,0.014410936539113017,0.0002889212834395055,0.05046055904333098,0.001794278336607893,0.18528965413715384,0.004464267986690229,0.28875845353163937,0.006141163467065588,0.4112956615582882,0.006475931028128118,0.7065263714009946,0.011635275181812605
127.5,0.0031190668286789993,2.5080560951969358e-5,0.014456148043851659,0.00030404366745628636,0.050895334095679756,0.0018492819528317854,0.18821197030233416,0.004625183734706352,0.2936871426382151,0.006297555421202158,0.4187207690917713,0.006578144216795889,0.7199698598509958,0.012014137081114939
130.0,0.003121430828474669,2.746427741417574e-5,0.014512513779832006,0.00032414560770877005,0.05134128076018904,0.0018984987783241404,0.19117408108281375,0.00474178048460307,0.29855083493480716,0.006427511710771506,0.4262509607090542,0.006904087952470271,0.7337464009338206,0.012009915500857584
132.5,0.0031208326781766655,2.6172233116811068e-5,0.014558723045527983,0.00031815801532008025,0.051770175601168054,0.0019263150421836679,0.19413692335674476,0.00480069634700028,0.3034918606323993,0.006473779815987542,0.43383303695652253,0.0070560846861482535,0.7476618395281188,0.01218278060257844
135.0,0.003121080002554333,2.580587723355909e-5,0.014602876065882339,0.0003259584786153809,0.0521740787738566,0.0019236494282811605,0.1970788882654857,0.004899266177448713,0.3082181958971039,0.006611246514553886,0.4413040996925969,0.007302674863196699,0.761621981830754,0.012490890639995046
