tau_T,aspectRatio,aspectRatio_error,shapeFactor,shapeFactor_error,MSD2500,MSD2500_error,MSRD2500,MSRD2500_error,tauEff,tauEff_error,corrLenght,corrLenght_error,v2,v2_error,T1Rate,T1Rate_error,T1SuccessRate,T1SuccessRate_error
10,1.3134098034888892,0.0008278653589955065,3.875950284344242,0.00037346660942685493,3.3709827199054354,0.14539782175223942,5.942554922795562,0.28133033702136323,0.7312337230537946,0.009661702033327455,-0.07032109351734805,0.0010395417326089992,0.0007711680914607394,1.9365847659971754e-6,0.00553228,8.441630174320602e-5,0.26833200601806206,0.005923648536636402
100,1.34638979625744,0.0005822775396167849,3.8867671933569747,0.0002952682888169283,3.069471251830553,0.05760972488633421,5.008627061017934,0.13912773907178375,3.5277155443577892,0.0069863455087763315,-0.018949426283521077,0.0010212683896750302,0.00017602683144546033,7.318623429367593e-7,0.0031845600000000003,3.4618607713193895e-5,0.3683343558009907,0.009283512333975409
