t,Delta T=0.05 C_vv(t),Delta T=0.05 stdv C_vv(t),Delta T=0.1 C_vv(t),Delta T=0.1 stdv C_vv(t),Delta T=0.15 C_vv(t),Delta T=0.15 stdv C_vv(t),Delta T=0.2 C_vv(t),Delta T=0.2 stdv C_vv(t),Delta T=0.225 C_vv(t),Delta T=0.225 stdv C_vv(t),Delta T=0.25 C_vv(t),Delta T=0.25 stdv C_vv(t),Delta T=0.3 C_vv(t),Delta T=0.3 stdv C_vv(t)
0.5,0.7254364244241052,0.0028534405128170966,0.7247235057185353,0.0014685186877372715,0.7377644259939641,0.001949247428285078,0.7650941797919919,0.0031241580996893784,0.7765307065992479,0.0019709471076408375,0.7939999620514715,0.0036552556587162778,0.8181477984153409,0.002091710849996127
0.55,0.7096742300265745,0.002976280443054536,0.7089881656275339,0.0013319831791169588,0.7223342485476242,0.002079235325991328,0.7508942843080668,0.0032828603076117155,0.7638815782193572,0.0025785854433701505,0.7821389393144487,0.004412253403697933,0.8151500334050372,0.004947834995348059
0.6000000000000001,0.6948805643353706,0.00287746395184463,0.6940297945885934,0.0013583240126454302,0.707598737399778,0.002455125159445631,0.7375074470187273,0.0035119869731500483,0.7500105211535979,0.002370113281437674,0.7686330723904601,0.003992076583422047,0.795517992131698,0.0031360105709837887
0.65,0.6803986076900342,0.0029818916025554044,0.6798594509939312,0.0016191245844558476,0.6936396598266333,0.0027063156801153346,0.7246214752908466,0.0036543684126571665,0.7378541289279144,0.002641968743707881,0.7571436586871478,0.004403876347782496,0.7878503088740378,0.0025867093098766087
0.7000000000000001,0.6669990602972153,0.0027967696708653456,0.6665042232214852,0.0016142540349497261,0.6803631741601323,0.0026880227872503513,0.712599108587779,0.00383134280644786,0.7259184449125536,0.002799990685941402,0.7455827846961754,0.004659598540553033,0.775537802855245,0.002524760437312537
0.75,0.654016015265325,0.002972217449440305,0.6537268183475347,0.0014869690539152647,0.667349879606393,0.0024314191928301023,0.7007843703164878,0.004207060308628177,0.7143546233124665,0.0028088836199455123,0.7351077520001648,0.004733279453493672,0.7667576824969151,0.003277841609334916
0.8,0.641522985258028,0.0031780609374057966,0.6414299758591949,0.0014951668325778693,0.6555098856744258,0.0027144862474526546,0.6895149309752823,0.004191840488882289,0.7032985305058006,0.0030322468064109785,0.7247902593088418,0.004987868428965192,0.7569610479022557,0.0028295701619829618
0.8500000000000001,0.6299677321548003,0.003436037401696038,0.6295237602358424,0.0014392184588074993,0.6439087810315686,0.002857736491399168,0.6785302116975608,0.004184748948727012,0.6927494255903099,0.0030300037292587583,0.7148852139798498,0.005079169864584473,0.7482388956501894,0.002546814416247804
0.9,0.6188582663050767,0.003688571948651514,0.6179601027336433,0.0014527500368243555,0.6329463036408404,0.002842995987200178,0.6679200389719959,0.004056128055725102,0.6827806690904412,0.0031592563964104752,0.7053170218328461,0.005390697197722825,0.739298375883864,0.0037788646356518374
0.9500000000000001,0.6080429791936469,0.0035449976208835865,0.6071614233418331,0.0016663388209972345,0.6222736044608501,0.0029738729351530043,0.6579651015912426,0.004197900710388749,0.6729371721145924,0.003104322717477187,0.6959326081547802,0.00564959290073238,0.7303244950463081,0.002401467885533884
1.0,0.5968514718306978,0.0021777452747181385,0.5964070568447102,0.0023890083396337965,0.6130337252076228,0.002602016194951033,0.6499218099144898,0.003318789306003347,0.6723871480292253,0.002973147619081119,0.6949584256732593,0.0032318847423138805,0.7412144168377737,0.0025130735611778336
1.5,0.5084983658355956,0.00225311728418966,0.5067447557256572,0.0020239604706308177,0.5261912478519842,0.004094726956410739,0.5691083713335077,0.0032159514068060193,0.5931906562773366,0.0041013066853095685,0.6177848620103585,0.003039504071389207,0.6673696867407546,0.0023180732082913012
2.0,0.4403961891169348,0.0020451986199318505,0.43903105719084196,0.0023770006421964325,0.4599892681134209,0.005146039474116267,0.506252548470582,0.0033541831125143097,0.5310718859159265,0.003731198925677234,0.5571154277150763,0.0037276915802338297,0.6105475186061741,0.0038663037415423212
2.5,0.38784986281632505,0.002371795290902189,0.38578809159034144,0.002664005405177532,0.40734488606970504,0.005117715572296735,0.4552021454448152,0.003323643836892307,0.4800947259022948,0.004291584640311557,0.5070571806272912,0.004471380897381419,0.5596140476129233,0.0031624275548081796
3.0,0.3451265187244423,0.0022414288548588935,0.34185128018974287,0.0017372244893413985,0.3650495282826446,0.0054656846709107915,0.41222193951552083,0.004574959946260333,0.43683531367968964,0.003257270452080335,0.4640903712344012,0.004875376474769184,0.5165907645891027,0.002030828442534451
